,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
3934,0.6000000000000001,3.0,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,794.0784825584033,57.86910653136623,7.56489658658681,11.971644740652385,0.6096039377289377,34228.689294410986,0.002194555289705472,0.49008265424012226,0.49776122706740283,0.11068887722028578,0.0,1.9590595978944016,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4524.673788019957
3997,0.6500000000000001,1.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,846.7382376671812,58.59292568385479,7.3968434055684105,11.901921807917224,0.6022206959706959,33467.83369639707,0.0022668748333674843,0.5072636429299707,0.5201670480713286,0.10822841923585806,0.0,1.915512459729686,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4524.610277838542
3715,0.55,0.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,883.6354981190125,56.260170681114566,7.598186219023045,11.888287671670575,0.6230540293040293,34374.48616478093,0.002147054052227304,0.4845996328652548,0.4902112029237752,0.11116035574359914,0.0,1.9674041989915825,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4524.038392046768
4195,0.7000000000000001,3.75,0.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,765.5459276390993,56.555592770699775,7.361531815773867,11.620382755294287,0.6062271062271062,33291.32010618133,0.002185968713525448,0.49838385251042094,0.508217977482675,0.1076576088566744,0.0,1.9054098046120267,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4522.335967474406
4315,0.7500000000000001,3.0,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,771.4739954643974,58.12588822550162,7.302778904075435,11.490774364146354,0.59930173992674,33011.94981313876,0.00217412721501028,0.5000239293076681,0.5085302831425863,0.1067541800458425,0.0,1.8894202045065682,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4520.46409274638
11602,0.7500000000000001,1.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,864.7744161931932,51.88612832178201,6.587576724284757,10.838768089120757,0.5514537545787546,29777.266558448522,0.0023721375072347276,0.5377127895204172,0.5759957059676446,0.09629384793831465,0.0,1.704284944966147,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4520.215521540142
4240,0.7500000000000001,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,927.6845705263513,62.183160326507775,7.128158148387895,11.390976327547328,0.5991300366300366,32215.07770602991,0.0022417047762133603,0.5125475880621676,0.5267811742145664,0.10417725172511816,0.0,1.8438116818927377,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4519.411190858003
3871,0.6000000000000001,1.25,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,878.6617996300884,59.3915457441152,7.486287674326196,12.026820872011076,0.6023351648351648,33830.08506198075,0.0022654330144894754,0.503674769122429,0.516632809601149,0.1093998692023784,0.0,1.9362457109650157,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4518.940031919844
3928,0.6000000000000001,3.0,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,776.240146263619,59.97648871119818,7.554109568820234,11.981016211156183,0.6084592490842491,34119.166514720884,0.002211667993668598,0.49327964043140826,0.5019903159592172,0.11033470200166526,0.0,1.9527911237821018,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4516.636435291931
3841,0.6000000000000001,0.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,59.07709890055967,7.492404993518825,11.789736286974092,0.6234546703296703,33835.94495401707,0.002178495802955608,0.4887047756734861,0.4947145195823224,0.10941881894551793,0.0,1.9365810985586691,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4516.032566750765
